	station_id	stationname	date	daytype	rides	newDates	season
336304	40580	54th/Cermak	01/06/2016	W	2118	2016-01-06	Winter
445705	40580	54th/Cermak	01/07/2016	W	2192	2016-01-07	Winter
143967	40580	54th/Cermak	01/08/2016	W	2075	2016-01-08	Winter
385872	40580	54th/Cermak	01/09/2016	A	1214	2016-01-09	Winter
626677	40580	54th/Cermak	01/10/2016	U	670	2016-01-10	Winter
385257	40580	54th/Cermak	01/11/2016	W	1965	2016-01-11	Winter
776559	40580	54th/Cermak	01/12/2016	W	2020	2016-01-12	Winter
677980	40580	54th/Cermak	01/13/2016	W	2025	2016-01-13	Winter
680141	40580	54th/Cermak	01/14/2016	W	2195	2016-01-14	Winter
711332	40580	54th/Cermak	01/15/2016	W	2161	2016-01-15	Winter
342223	40580	54th/Cermak	01/16/2016	A	1174	2016-01-16	Winter
349012	40580	54th/Cermak	01/17/2016	U	638	2016-01-17	Winter
474077	40580	54th/Cermak	01/18/2016	W	1206	2016-01-18	Winter
265791	40580	54th/Cermak	01/19/2016	W	2028	2016-01-19	Winter
739819	40580	54th/Cermak	01/20/2016	W	2169	2016-01-20	Winter
506168	40580	54th/Cermak	01/21/2016	W	2197	2016-01-21	Winter
799327	40580	54th/Cermak	01/22/2016	W	2084	2016-01-22	Winter
631189	40580	54th/Cermak	01/23/2016	A	1117	2016-01-23	Winter
951633	40580	54th/Cermak	01/24/2016	U	798	2016-01-24	Winter
542039	40580	54th/Cermak	01/25/2016	W	2178	2016-01-25	Winter
269969	40580	54th/Cermak	01/26/2016	W	2151	2016-01-26	Winter
821129	40580	54th/Cermak	01/27/2016	W	2258	2016-01-27	Winter
985118	40580	54th/Cermak	01/28/2016	W	2126	2016-01-28	Winter
944241	40580	54th/Cermak	01/29/2016	W	2109	2016-01-29	Winter
913649	40580	54th/Cermak	01/30/2016	A	1206	2016-01-30	Winter
543576	40580	54th/Cermak	01/31/2016	U	765	2016-01-31	Winter
533412	40580	54th/Cermak	02/01/2016	W	2243	2016-02-01	Winter
764024	40580	54th/Cermak	02/02/2016	W	2088	2016-02-02	Winter
135416	40580	54th/Cermak	02/03/2016	W	2209	2016-02-03	Winter
209747	40580	54th/Cermak	02/04/2016	W	2114	2016-02-04	Winter
933987	40580	54th/Cermak	02/05/2016	W	2114	2016-02-05	Winter
214636	40580	54th/Cermak	02/06/2016	A	1176	2016-02-06	Winter
744616	40580	54th/Cermak	02/07/2016	U	810	2016-02-07	Winter
455994	40580	54th/Cermak	02/08/2016	W	1991	2016-02-08	Winter
402036	40580	54th/Cermak	02/09/2016	W	2126	2016-02-09	Winter
310562	40580	54th/Cermak	02/10/2016	W	2080	2016-02-10	Winter
314682	40580	54th/Cermak	02/11/2016	W	2073	2016-02-11	Winter
730858	40580	54th/Cermak	02/12/2016	W	1938	2016-02-12	Winter
425556	40580	54th/Cermak	02/13/2016	A	1062	2016-02-13	Winter
604772	40580	54th/Cermak	02/14/2016	U	846	2016-02-14	Winter
573015	40580	54th/Cermak	02/15/2016	W	1602	2016-02-15	Winter
506242	40580	54th/Cermak	02/16/2016	W	2179	2016-02-16	Winter
183252	40580	54th/Cermak	02/17/2016	W	2121	2016-02-17	Winter
266728	40580	54th/Cermak	02/18/2016	W	2159	2016-02-18	Winter
960853	40580	54th/Cermak	02/19/2016	W	2094	2016-02-19	Winter
293210	40580	54th/Cermak	02/20/2016	A	1257	2016-02-20	Winter
566342	40580	54th/Cermak	02/21/2016	U	806	2016-02-21	Winter
771212	40580	54th/Cermak	02/22/2016	W	2086	2016-02-22	Winter
353580	40580	54th/Cermak	02/23/2016	W	2257	2016-02-23	Winter
967068	40580	54th/Cermak	02/24/2016	W	2031	2016-02-24	Winter
155195	40580	54th/Cermak	02/25/2016	W	2119	2016-02-25	Winter
299179	40580	54th/Cermak	02/26/2016	W	2108	2016-02-26	Winter
166949	40580	54th/Cermak	02/27/2016	A	1214	2016-02-27	Winter
192415	40580	54th/Cermak	02/28/2016	U	870	2016-02-28	Winter
603340	40580	54th/Cermak	02/29/2016	W	2087	2016-02-29	Winter
772508	40580	54th/Cermak	03/01/2016	W	2034	2016-03-01	Spring
942831	40580	54th/Cermak	03/02/2016	W	2071	2016-03-02	Spring
880486	40580	54th/Cermak	03/03/2016	W	2046	2016-03-03	Spring
148936	40580	54th/Cermak	03/04/2016	W	2112	2016-03-04	Spring
516207	40580	54th/Cermak	03/05/2016	A	1131	2016-03-05	Spring
202311	40580	54th/Cermak	03/06/2016	U	857	2016-03-06	Spring
246854	40580	54th/Cermak	03/07/2016	W	2168	2016-03-07	Spring
404197	40580	54th/Cermak	03/08/2016	W	2245	2016-03-08	Spring
949779	40580	54th/Cermak	03/09/2016	W	2170	2016-03-09	Spring
897883	40580	54th/Cermak	03/10/2016	W	2127	2016-03-10	Spring
386274	40580	54th/Cermak	03/11/2016	W	2184	2016-03-11	Spring
206130	40580	54th/Cermak	03/12/2016	A	1483	2016-03-12	Spring
514409	40580	54th/Cermak	03/13/2016	U	751	2016-03-13	Spring
626299	40580	54th/Cermak	03/14/2016	W	2133	2016-03-14	Spring
170247	40580	54th/Cermak	03/15/2016	W	2167	2016-03-15	Spring
685490	40580	54th/Cermak	03/16/2016	W	2089	2016-03-16	Spring
235237	40580	54th/Cermak	03/17/2016	W	2170	2016-03-17	Spring
224317	40580	54th/Cermak	03/18/2016	W	2140	2016-03-18	Spring
199059	40580	54th/Cermak	03/19/2016	A	1185	2016-03-19	Spring
276112	40580	54th/Cermak	03/20/2016	U	821	2016-03-20	Spring
342961	40580	54th/Cermak	03/21/2016	W	2055	2016-03-21	Spring
496833	40580	54th/Cermak	03/22/2016	W	2100	2016-03-22	Spring
534871	40580	54th/Cermak	03/23/2016	W	2087	2016-03-23	Spring
912802	40580	54th/Cermak	03/24/2016	W	1910	2016-03-24	Spring
813962	40580	54th/Cermak	03/25/2016	W	1882	2016-03-25	Spring
289755	40580	54th/Cermak	03/26/2016	A	1223	2016-03-26	Spring
275703	40580	54th/Cermak	03/27/2016	U	741	2016-03-27	Spring
640695	40580	54th/Cermak	03/28/2016	W	2002	2016-03-28	Spring
475746	40580	54th/Cermak	03/29/2016	W	2034	2016-03-29	Spring
861169	40580	54th/Cermak	03/30/2016	W	1878	2016-03-30	Spring
530980	40580	54th/Cermak	03/31/2016	W	1733	2016-03-31	Spring
424726	40580	54th/Cermak	04/01/2016	W	1667	2016-04-01	Spring
855256	40580	54th/Cermak	04/02/2016	A	894	2016-04-02	Spring
885220	40580	54th/Cermak	04/03/2016	U	819	2016-04-03	Spring
272354	40580	54th/Cermak	04/04/2016	W	1877	2016-04-04	Spring
868860	40580	54th/Cermak	04/05/2016	W	2033	2016-04-05	Spring
348010	40580	54th/Cermak	04/06/2016	W	2010	2016-04-06	Spring
339363	40580	54th/Cermak	04/07/2016	W	2050	2016-04-07	Spring
151345	40580	54th/Cermak	04/08/2016	W	1978	2016-04-08	Spring
1002293	40580	54th/Cermak	04/09/2016	A	1064	2016-04-09	Spring
847351	40580	54th/Cermak	04/10/2016	U	800	2016-04-10	Spring
416193	40580	54th/Cermak	04/11/2016	W	2036	2016-04-11	Spring
845649	40580	54th/Cermak	04/12/2016	W	2153	2016-04-12	Spring
384796	40580	54th/Cermak	04/13/2016	W	2233	2016-04-13	Spring
836063	40580	54th/Cermak	04/14/2016	W	2176	2016-04-14	Spring
307458	40580	54th/Cermak	04/15/2016	W	2158	2016-04-15	Spring
781618	40580	54th/Cermak	04/16/2016	A	1354	2016-04-16	Spring
523199	40580	54th/Cermak	04/17/2016	U	983	2016-04-17	Spring
995271	40580	54th/Cermak	04/18/2016	W	2085	2016-04-18	Spring
537319	40580	54th/Cermak	04/19/2016	W	2117	2016-04-19	Spring
533661	40580	54th/Cermak	04/20/2016	W	2177	2016-04-20	Spring
779786	40580	54th/Cermak	04/21/2016	W	2110	2016-04-21	Spring
567189	40580	54th/Cermak	04/22/2016	W	2066	2016-04-22	Spring
860714	40580	54th/Cermak	04/23/2016	A	1237	2016-04-23	Spring
971774	40580	54th/Cermak	04/24/2016	U	964	2016-04-24	Spring
750665	40580	54th/Cermak	04/25/2016	W	2058	2016-04-25	Spring
774994	40580	54th/Cermak	04/26/2016	W	2200	2016-04-26	Spring
963094	40580	54th/Cermak	04/27/2016	W	2271	2016-04-27	Spring
883332	40580	54th/Cermak	04/28/2016	W	2193	2016-04-28	Spring
887208	40580	54th/Cermak	04/29/2016	W	2183	2016-04-29	Spring
194737	40580	54th/Cermak	04/30/2016	A	1103	2016-04-30	Spring
247611	40580	54th/Cermak	05/01/2016	U	785	2016-05-01	Spring
904228	40580	54th/Cermak	05/02/2016	W	2086	2016-05-02	Spring
453986	40580	54th/Cermak	05/03/2016	W	2267	2016-05-03	Spring
818642	40580	54th/Cermak	05/04/2016	W	2151	2016-05-04	Spring
587372	40580	54th/Cermak	05/05/2016	W	2277	2016-05-05	Spring
970038	40580	54th/Cermak	05/06/2016	W	2174	2016-05-06	Spring
728473	40580	54th/Cermak	05/07/2016	A	1233	2016-05-07	Spring
648830	40580	54th/Cermak	05/08/2016	U	875	2016-05-08	Spring
543035	40580	54th/Cermak	05/09/2016	W	1931	2016-05-09	Spring
783299	40580	54th/Cermak	05/10/2016	W	2103	2016-05-10	Spring
853623	40580	54th/Cermak	05/11/2016	W	2142	2016-05-11	Spring
619343	40580	54th/Cermak	05/12/2016	W	2084	2016-05-12	Spring
587648	40580	54th/Cermak	05/13/2016	W	2108	2016-05-13	Spring
217015	40580	54th/Cermak	05/14/2016	A	1157	2016-05-14	Spring
859055	40580	54th/Cermak	05/15/2016	U	886	2016-05-15	Spring
243167	40580	54th/Cermak	05/16/2016	W	2149	2016-05-16	Spring
570663	40580	54th/Cermak	05/17/2016	W	2173	2016-05-17	Spring
721479	40580	54th/Cermak	05/18/2016	W	2142	2016-05-18	Spring
287887	40580	54th/Cermak	05/19/2016	W	2134	2016-05-19	Spring
901289	40580	54th/Cermak	05/20/2016	W	2074	2016-05-20	Spring
1007930	40580	54th/Cermak	05/21/2016	A	1310	2016-05-21	Spring
504621	40580	54th/Cermak	05/22/2016	U	978	2016-05-22	Spring
282390	40580	54th/Cermak	05/23/2016	W	2207	2016-05-23	Spring
993097	40580	54th/Cermak	05/24/2016	W	2227	2016-05-24	Spring
330266	40580	54th/Cermak	05/25/2016	W	2160	2016-05-25	Spring
500782	40580	54th/Cermak	05/26/2016	W	2147	2016-05-26	Spring
293383	40580	54th/Cermak	05/27/2016	W	2135	2016-05-27	Spring
494098	40580	54th/Cermak	05/28/2016	A	1433	2016-05-28	Spring
840277	40580	54th/Cermak	05/29/2016	U	1167	2016-05-29	Spring
652810	40580	54th/Cermak	05/30/2016	U	1246	2016-05-30	Spring
242486	40580	54th/Cermak	05/31/2016	W	2182	2016-05-31	Spring
359853	40580	54th/Cermak	06/01/2016	W	2099	2016-06-01	Summer
572382	40580	54th/Cermak	06/02/2016	W	2279	2016-06-02	Summer
735824	40580	54th/Cermak	06/03/2016	W	2373	2016-06-03	Summer
674137	40580	54th/Cermak	06/04/2016	A	1276	2016-06-04	Summer
691937	40580	54th/Cermak	06/05/2016	U	1057	2016-06-05	Summer
443590	40580	54th/Cermak	06/06/2016	W	2170	2016-06-06	Summer
823383	40580	54th/Cermak	06/07/2016	W	2273	2016-06-07	Summer
829406	40580	54th/Cermak	06/08/2016	W	2213	2016-06-08	Summer
294625	40580	54th/Cermak	06/09/2016	W	2190	2016-06-09	Summer
407048	40580	54th/Cermak	06/10/2016	W	2614	2016-06-10	Summer
208202	40580	54th/Cermak	06/11/2016	A	1581	2016-06-11	Summer
677385	40580	54th/Cermak	06/12/2016	U	1147	2016-06-12	Summer
339523	40580	54th/Cermak	06/13/2016	W	2227	2016-06-13	Summer
220491	40580	54th/Cermak	06/14/2016	W	2294	2016-06-14	Summer
330225	40580	54th/Cermak	06/15/2016	W	2338	2016-06-15	Summer
878237	40580	54th/Cermak	06/16/2016	W	2323	2016-06-16	Summer
617237	40580	54th/Cermak	06/17/2016	W	2327	2016-06-17	Summer
294384	40580	54th/Cermak	06/18/2016	A	1379	2016-06-18	Summer
788484	40580	54th/Cermak	06/19/2016	U	1000	2016-06-19	Summer
471205	40580	54th/Cermak	06/20/2016	W	2097	2016-06-20	Summer
735546	40580	54th/Cermak	06/21/2016	W	2419	2016-06-21	Summer
265450	40580	54th/Cermak	06/22/2016	W	2095	2016-06-22	Summer
795827	40580	54th/Cermak	06/23/2016	W	2244	2016-06-23	Summer
457907	40580	54th/Cermak	06/24/2016	W	2279	2016-06-24	Summer
343164	40580	54th/Cermak	06/25/2016	A	1284	2016-06-25	Summer
356788	40580	54th/Cermak	06/26/2016	U	1512	2016-06-26	Summer
507475	40580	54th/Cermak	06/27/2016	W	2103	2016-06-27	Summer
462423	40580	54th/Cermak	06/28/2016	W	2223	2016-06-28	Summer
241293	40580	54th/Cermak	06/29/2016	W	2195	2016-06-29	Summer
307546	40580	54th/Cermak	06/30/2016	W	2116	2016-06-30	Summer
597196	40580	54th/Cermak	07/01/2016	W	2219	2016-07-01	Summer
605808	40580	54th/Cermak	07/02/2016	A	1299	2016-07-02	Summer
363277	40580	54th/Cermak	07/03/2016	U	1060	2016-07-03	Summer
463696	40580	54th/Cermak	07/04/2016	U	1280	2016-07-04	Summer
604532	40580	54th/Cermak	07/05/2016	W	2090	2016-07-05	Summer
956842	40580	54th/Cermak	07/06/2016	W	2275	2016-07-06	Summer
417937	40580	54th/Cermak	07/07/2016	W	2206	2016-07-07	Summer
473053	40580	54th/Cermak	07/08/2016	W	2372	2016-07-08	Summer
829462	40580	54th/Cermak	07/09/2016	A	1602	2016-07-09	Summer
597850	40580	54th/Cermak	07/10/2016	U	1297	2016-07-10	Summer
300198	40580	54th/Cermak	07/11/2016	W	2165	2016-07-11	Summer
662440	40580	54th/Cermak	07/12/2016	W	2239	2016-07-12	Summer
147647	40580	54th/Cermak	07/13/2016	W	2175	2016-07-13	Summer
423456	40580	54th/Cermak	07/14/2016	W	2335	2016-07-14	Summer
284602	40580	54th/Cermak	07/15/2016	W	2289	2016-07-15	Summer
244378	40580	54th/Cermak	07/16/2016	A	1395	2016-07-16	Summer
543491	40580	54th/Cermak	07/17/2016	U	1141	2016-07-17	Summer
973172	40580	54th/Cermak	07/18/2016	W	2288	2016-07-18	Summer
832947	40580	54th/Cermak	07/19/2016	W	2323	2016-07-19	Summer
629157	40580	54th/Cermak	07/20/2016	W	2307	2016-07-20	Summer
818522	40580	54th/Cermak	07/21/2016	W	2212	2016-07-21	Summer
965852	40580	54th/Cermak	07/22/2016	W	2312	2016-07-22	Summer
641947	40580	54th/Cermak	07/23/2016	A	1180	2016-07-23	Summer
440434	40580	54th/Cermak	07/24/2016	U	935	2016-07-24	Summer
578599	40580	54th/Cermak	07/25/2016	W	2221	2016-07-25	Summer
404309	40580	54th/Cermak	07/26/2016	W	2378	2016-07-26	Summer
648403	40580	54th/Cermak	07/27/2016	W	2421	2016-07-27	Summer
204441	40580	54th/Cermak	07/28/2016	W	2445	2016-07-28	Summer
294756	40580	54th/Cermak	07/29/2016	W	2327	2016-07-29	Summer
505754	40580	54th/Cermak	07/30/2016	A	1574	2016-07-30	Summer
883620	40580	54th/Cermak	07/31/2016	U	1240	2016-07-31	Summer
332520	40580	54th/Cermak	08/01/2016	W	2223	2016-08-01	Summer
425401	40580	54th/Cermak	08/02/2016	W	2333	2016-08-02	Summer
808454	40580	54th/Cermak	08/03/2016	W	2296	2016-08-03	Summer
571332	40580	54th/Cermak	08/04/2016	W	2290	2016-08-04	Summer
226432	40580	54th/Cermak	08/05/2016	W	2167	2016-08-05	Summer
469176	40580	54th/Cermak	08/06/2016	A	1298	2016-08-06	Summer
509463	40580	54th/Cermak	08/07/2016	U	1007	2016-08-07	Summer
888227	40580	54th/Cermak	08/08/2016	W	2122	2016-08-08	Summer
770873	40580	54th/Cermak	08/09/2016	W	2403	2016-08-09	Summer
462731	40580	54th/Cermak	08/10/2016	W	2306	2016-08-10	Summer
623796	40580	54th/Cermak	08/11/2016	W	2222	2016-08-11	Summer
1006710	40580	54th/Cermak	08/12/2016	W	2032	2016-08-12	Summer
984293	40580	54th/Cermak	08/13/2016	A	1271	2016-08-13	Summer
339547	40580	54th/Cermak	08/14/2016	U	976	2016-08-14	Summer
873450	40580	54th/Cermak	08/15/2016	W	2045	2016-08-15	Summer
532240	40580	54th/Cermak	08/16/2016	W	2233	2016-08-16	Summer
589881	40580	54th/Cermak	08/17/2016	W	2209	2016-08-17	Summer
992716	40580	54th/Cermak	08/18/2016	W	2145	2016-08-18	Summer
732002	40580	54th/Cermak	08/19/2016	W	2077	2016-08-19	Summer
808427	40580	54th/Cermak	08/20/2016	A	1212	2016-08-20	Summer
761753	40580	54th/Cermak	08/21/2016	U	1074	2016-08-21	Summer
550663	40580	54th/Cermak	08/22/2016	W	2158	2016-08-22	Summer
452843	40580	54th/Cermak	08/23/2016	W	2238	2016-08-23	Summer
415245	40580	54th/Cermak	08/24/2016	W	2134	2016-08-24	Summer
859561	40580	54th/Cermak	08/25/2016	W	2154	2016-08-25	Summer
963528	40580	54th/Cermak	08/26/2016	W	2251	2016-08-26	Summer
693723	40580	54th/Cermak	08/27/2016	A	1271	2016-08-27	Summer
888466	40580	54th/Cermak	08/28/2016	U	926	2016-08-28	Summer
773430	40580	54th/Cermak	08/29/2016	W	2192	2016-08-29	Summer
590272	40580	54th/Cermak	08/30/2016	W	2169	2016-08-30	Summer
778300	40580	54th/Cermak	08/31/2016	W	2300	2016-08-31	Summer
703393	40580	54th/Cermak	09/01/2016	W	2265	2016-09-01	Fall
774134	40580	54th/Cermak	09/02/2016	W	2299	2016-09-02	Fall
237485	40580	54th/Cermak	09/03/2016	A	1360	2016-09-03	Fall
943017	40580	54th/Cermak	09/04/2016	U	1119	2016-09-04	Fall
148091	40580	54th/Cermak	09/05/2016	U	981	2016-09-05	Fall
974010	40580	54th/Cermak	09/06/2016	W	2234	2016-09-06	Fall
880681	40580	54th/Cermak	09/07/2016	W	2378	2016-09-07	Fall
238305	40580	54th/Cermak	09/08/2016	W	2246	2016-09-08	Fall
620928	40580	54th/Cermak	09/09/2016	W	2259	2016-09-09	Fall
135756	40580	54th/Cermak	09/10/2016	A	1234	2016-09-10	Fall
451308	40580	54th/Cermak	09/11/2016	U	914	2016-09-11	Fall
631257	40580	54th/Cermak	09/12/2016	W	2257	2016-09-12	Fall
644512	40580	54th/Cermak	09/13/2016	W	2467	2016-09-13	Fall
685049	40580	54th/Cermak	09/14/2016	W	2379	2016-09-14	Fall
591299	40580	54th/Cermak	09/15/2016	W	2460	2016-09-15	Fall
689695	40580	54th/Cermak	09/16/2016	W	2676	2016-09-16	Fall
257308	40580	54th/Cermak	09/17/2016	A	1716	2016-09-17	Fall
966434	40580	54th/Cermak	09/18/2016	U	1452	2016-09-18	Fall
522146	40580	54th/Cermak	09/19/2016	W	2279	2016-09-19	Fall
537058	40580	54th/Cermak	09/20/2016	W	2422	2016-09-20	Fall
605614	40580	54th/Cermak	09/21/2016	W	2356	2016-09-21	Fall
241224	40580	54th/Cermak	09/22/2016	W	2346	2016-09-22	Fall
748953	40580	54th/Cermak	09/23/2016	W	2351	2016-09-23	Fall
755692	40580	54th/Cermak	09/24/2016	A	1244	2016-09-24	Fall
1013428	40580	54th/Cermak	09/25/2016	U	873	2016-09-25	Fall
497330	40580	54th/Cermak	09/26/2016	W	2202	2016-09-26	Fall
696984	40580	54th/Cermak	09/27/2016	W	2291	2016-09-27	Fall
969363	40580	54th/Cermak	09/28/2016	W	2244	2016-09-28	Fall
531019	40580	54th/Cermak	09/29/2016	W	2211	2016-09-29	Fall
732098	40580	54th/Cermak	09/30/2016	W	2274	2016-09-30	Fall
877138	40580	54th/Cermak	10/01/2016	A	1126	2016-10-01	Fall
153097	40580	54th/Cermak	10/02/2016	U	948	2016-10-02	Fall
525936	40580	54th/Cermak	10/03/2016	W	2246	2016-10-03	Fall
590252	40580	54th/Cermak	10/04/2016	W	2400	2016-10-04	Fall
405356	40580	54th/Cermak	10/05/2016	W	2516	2016-10-05	Fall
781767	40580	54th/Cermak	10/06/2016	W	2394	2016-10-06	Fall
632490	40580	54th/Cermak	10/07/2016	W	2384	2016-10-07	Fall
321129	40580	54th/Cermak	10/08/2016	A	1325	2016-10-08	Fall
150817	40580	54th/Cermak	10/09/2016	U	1103	2016-10-09	Fall
837569	40580	54th/Cermak	10/10/2016	W	2117	2016-10-10	Fall
874985	40580	54th/Cermak	10/11/2016	W	2400	2016-10-11	Fall
947409	40580	54th/Cermak	10/12/2016	W	2327	2016-10-12	Fall
451089	40580	54th/Cermak	10/13/2016	W	2401	2016-10-13	Fall
670438	40580	54th/Cermak	10/14/2016	W	2317	2016-10-14	Fall
213192	40580	54th/Cermak	10/15/2016	A	1245	2016-10-15	Fall
987301	40580	54th/Cermak	10/16/2016	U	874	2016-10-16	Fall
660462	40580	54th/Cermak	10/17/2016	W	2257	2016-10-17	Fall
704056	40580	54th/Cermak	10/18/2016	W	2413	2016-10-18	Fall
408358	40580	54th/Cermak	10/19/2016	W	2358	2016-10-19	Fall
640660	40580	54th/Cermak	10/20/2016	W	2462	2016-10-20	Fall
997933	40580	54th/Cermak	10/21/2016	W	2300	2016-10-21	Fall
997703	40580	54th/Cermak	10/22/2016	A	1294	2016-10-22	Fall
385956	40580	54th/Cermak	10/23/2016	U	898	2016-10-23	Fall
312808	40580	54th/Cermak	10/24/2016	W	2198	2016-10-24	Fall
736653	40580	54th/Cermak	10/25/2016	W	2268	2016-10-25	Fall
681171	40580	54th/Cermak	10/26/2016	W	2271	2016-10-26	Fall
268523	40580	54th/Cermak	10/27/2016	W	2363	2016-10-27	Fall
318970	40580	54th/Cermak	10/28/2016	W	2290	2016-10-28	Fall
914547	40580	54th/Cermak	10/29/2016	A	1292	2016-10-29	Fall
940887	40580	54th/Cermak	10/30/2016	U	901	2016-10-30	Fall
547919	40580	54th/Cermak	10/31/2016	W	2096	2016-10-31	Fall
250255	40580	54th/Cermak	11/01/2016	W	2339	2016-11-01	Fall
937517	40580	54th/Cermak	11/02/2016	W	2328	2016-11-02	Fall
432986	40580	54th/Cermak	11/03/2016	W	2381	2016-11-03	Fall
185969	40580	54th/Cermak	11/04/2016	W	4437	2016-11-04	Fall
513442	40580	54th/Cermak	11/05/2016	A	1291	2016-11-05	Fall
858175	40580	54th/Cermak	11/06/2016	U	991	2016-11-06	Fall
727798	40580	54th/Cermak	11/07/2016	W	2289	2016-11-07	Fall
655637	40580	54th/Cermak	11/08/2016	W	2342	2016-11-08	Fall
558992	40580	54th/Cermak	11/09/2016	W	2434	2016-11-09	Fall
141406	40580	54th/Cermak	11/10/2016	W	2406	2016-11-10	Fall
420486	40580	54th/Cermak	11/11/2016	W	2211	2016-11-11	Fall
883175	40580	54th/Cermak	11/12/2016	A	1246	2016-11-12	Fall
225317	40580	54th/Cermak	11/13/2016	U	860	2016-11-13	Fall
712229	40580	54th/Cermak	11/14/2016	W	2249	2016-11-14	Fall
176151	40580	54th/Cermak	11/15/2016	W	2389	2016-11-15	Fall
255975	40580	54th/Cermak	11/16/2016	W	2330	2016-11-16	Fall
543374	40580	54th/Cermak	11/17/2016	W	2390	2016-11-17	Fall
472598	40580	54th/Cermak	11/18/2016	W	2303	2016-11-18	Fall
944551	40580	54th/Cermak	11/19/2016	A	1784	2016-11-19	Fall
965378	40580	54th/Cermak	11/20/2016	U	836	2016-11-20	Fall
778091	40580	54th/Cermak	11/21/2016	W	2148	2016-11-21	Fall
253075	40580	54th/Cermak	11/22/2016	W	2188	2016-11-22	Fall
992102	40580	54th/Cermak	11/23/2016	W	1996	2016-11-23	Fall
821001	40580	54th/Cermak	11/24/2016	U	721	2016-11-24	Fall
667005	40580	54th/Cermak	11/25/2016	W	1375	2016-11-25	Fall
254989	40580	54th/Cermak	11/26/2016	A	1246	2016-11-26	Fall
1004136	40580	54th/Cermak	11/27/2016	U	905	2016-11-27	Fall
591979	40580	54th/Cermak	11/28/2016	W	2117	2016-11-28	Fall
1000808	40580	54th/Cermak	11/29/2016	W	2285	2016-11-29	Fall
185207	40580	54th/Cermak	11/30/2016	W	2318	2016-11-30	Fall
294324	40580	54th/Cermak	12/01/2016	W	2250	2016-12-01	Winter
960227	40580	54th/Cermak	12/02/2016	W	2228	2016-12-02	Winter
311698	40580	54th/Cermak	12/03/2016	A	1270	2016-12-03	Winter
307032	40580	54th/Cermak	12/04/2016	U	791	2016-12-04	Winter
742739	40580	54th/Cermak	12/05/2016	W	2111	2016-12-05	Winter
346732	40580	54th/Cermak	12/06/2016	W	2217	2016-12-06	Winter
725338	40580	54th/Cermak	12/07/2016	W	2449	2016-12-07	Winter
837203	40580	54th/Cermak	12/08/2016	W	2106	2016-12-08	Winter
304812	40580	54th/Cermak	12/09/2016	W	2082	2016-12-09	Winter
324312	40580	54th/Cermak	12/10/2016	A	1217	2016-12-10	Winter
572138	40580	54th/Cermak	12/11/2016	U	742	2016-12-11	Winter
500345	40580	54th/Cermak	12/12/2016	W	1937	2016-12-12	Winter
678221	40580	54th/Cermak	12/13/2016	W	2020	2016-12-13	Winter
321394	40580	54th/Cermak	12/14/2016	W	1913	2016-12-14	Winter
236511	40580	54th/Cermak	12/15/2016	W	1826	2016-12-15	Winter
926906	40580	54th/Cermak	12/16/2016	W	1915	2016-12-16	Winter
738299	40580	54th/Cermak	12/17/2016	A	1131	2016-12-17	Winter
996733	40580	54th/Cermak	12/18/2016	U	695	2016-12-18	Winter
793985	40580	54th/Cermak	12/19/2016	W	1748	2016-12-19	Winter
499476	40580	54th/Cermak	12/20/2016	W	2066	2016-12-20	Winter
305874	40580	54th/Cermak	12/21/2016	W	2096	2016-12-21	Winter
1006568	40580	54th/Cermak	12/22/2016	W	2054	2016-12-22	Winter
822061	40580	54th/Cermak	12/23/2016	W	1758	2016-12-23	Winter
188392	40580	54th/Cermak	12/24/2016	A	846	2016-12-24	Winter
912160	40580	54th/Cermak	12/25/2016	U	503	2016-12-25	Winter
431475	40580	54th/Cermak	12/26/2016	U	1127	2016-12-26	Winter
682041	40580	54th/Cermak	12/27/2016	W	1767	2016-12-27	Winter
774795	40580	54th/Cermak	12/28/2016	W	1912	2016-12-28	Winter
925282	40580	54th/Cermak	12/29/2016	W	1784	2016-12-29	Winter
579044	40580	54th/Cermak	12/30/2016	W	1754	2016-12-30	Winter
288380	40580	54th/Cermak	12/31/2016	A	1024	2016-12-31	Winter
526059	40580	54th/Cermak	01/01/2017	U	765	2017-01-01	Winter
316125	40580	54th/Cermak	01/02/2017	U	1064	2017-01-02	Winter
182342	40580	54th/Cermak	01/03/2017	W	1959	2017-01-03	Winter
774527	40580	54th/Cermak	01/04/2017	W	1909	2017-01-04	Winter
663156	40580	54th/Cermak	01/05/2017	W	1858	2017-01-05	Winter
664742	40580	54th/Cermak	01/06/2017	W	1689	2017-01-06	Winter
301937	40580	54th/Cermak	01/07/2017	A	973	2017-01-07	Winter
337621	40580	54th/Cermak	01/08/2017	U	675	2017-01-08	Winter
406446	40580	54th/Cermak	01/09/2017	W	1872	2017-01-09	Winter
655001	40580	54th/Cermak	01/10/2017	W	1994	2017-01-10	Winter
340909	40580	54th/Cermak	01/11/2017	W	2120	2017-01-11	Winter
836459	40580	54th/Cermak	01/12/2017	W	2046	2017-01-12	Winter
701979	40580	54th/Cermak	01/13/2017	W	1941	2017-01-13	Winter
551294	40580	54th/Cermak	01/14/2017	A	1008	2017-01-14	Winter
295775	40580	54th/Cermak	01/15/2017	U	734	2017-01-15	Winter
941505	40580	54th/Cermak	01/16/2017	W	1354	2017-01-16	Winter
549839	40580	54th/Cermak	01/17/2017	W	2097	2017-01-17	Winter
