	station_id	stationname	date	daytype	rides	newDates
63850	40890	O'Hare Airport	02/05/2019	W	8212	2019-02-05
63851	40890	O'Hare Airport	02/06/2019	W	8794	2019-02-06
63852	40890	O'Hare Airport	02/07/2019	W	9484	2019-02-07
63853	40890	O'Hare Airport	02/08/2019	W	9811	2019-02-08
63854	40890	O'Hare Airport	02/09/2019	A	7005	2019-02-09
63855	40890	O'Hare Airport	02/10/2019	U	8220	2019-02-10
63856	40890	O'Hare Airport	02/11/2019	W	9744	2019-02-11
63857	40890	O'Hare Airport	02/12/2019	W	8609	2019-02-12
63858	40890	O'Hare Airport	02/13/2019	W	8734	2019-02-13
63859	40890	O'Hare Airport	02/14/2019	W	10484	2019-02-14
63860	40890	O'Hare Airport	02/15/2019	W	11185	2019-02-15
63861	40890	O'Hare Airport	02/16/2019	A	7630	2019-02-16
63862	40890	O'Hare Airport	02/17/2019	U	6977	2019-02-17
63863	40890	O'Hare Airport	02/18/2019	W	10986	2019-02-18
63864	40890	O'Hare Airport	02/19/2019	W	9666	2019-02-19
63865	40890	O'Hare Airport	02/20/2019	W	8681	2019-02-20
63866	40890	O'Hare Airport	02/21/2019	W	10246	2019-02-21
63867	40890	O'Hare Airport	02/22/2019	W	10495	2019-02-22
63868	40890	O'Hare Airport	02/23/2019	A	6967	2019-02-23
63869	40890	O'Hare Airport	02/24/2019	U	8470	2019-02-24
63870	40890	O'Hare Airport	02/25/2019	W	10004	2019-02-25
63871	40890	O'Hare Airport	02/26/2019	W	8791	2019-02-26
63872	40890	O'Hare Airport	02/27/2019	W	8800	2019-02-27
63873	40890	O'Hare Airport	02/28/2019	W	9964	2019-02-28
68093	40890	O'Hare Airport	03/01/2019	W	10968	2019-03-01
68094	40890	O'Hare Airport	03/02/2019	A	7762	2019-03-02
68095	40890	O'Hare Airport	03/03/2019	U	9041	2019-03-03
68096	40890	O'Hare Airport	03/04/2019	W	9690	2019-03-04
68097	40890	O'Hare Airport	03/05/2019	W	9056	2019-03-05
68098	40890	O'Hare Airport	03/06/2019	W	9209	2019-03-06
68099	40890	O'Hare Airport	03/07/2019	W	10067	2019-03-07
68100	40890	O'Hare Airport	03/08/2019	W	10756	2019-03-08
68101	40890	O'Hare Airport	03/09/2019	A	7786	2019-03-09
68102	40890	O'Hare Airport	03/10/2019	U	9013	2019-03-10
68103	40890	O'Hare Airport	03/11/2019	W	10814	2019-03-11
68104	40890	O'Hare Airport	03/12/2019	W	8008	2019-03-12
68105	40890	O'Hare Airport	03/13/2019	W	9413	2019-03-13
68106	40890	O'Hare Airport	03/14/2019	W	11424	2019-03-14
68107	40890	O'Hare Airport	03/15/2019	W	14877	2019-03-15
68108	40890	O'Hare Airport	03/16/2019	A	8914	2019-03-16
68109	40890	O'Hare Airport	03/17/2019	U	9290	2019-03-17
68110	40890	O'Hare Airport	03/18/2019	W	10964	2019-03-18
68111	40890	O'Hare Airport	03/19/2019	W	9457	2019-03-19
68112	40890	O'Hare Airport	03/20/2019	W	9601	2019-03-20
68113	40890	O'Hare Airport	03/21/2019	W	10714	2019-03-21
68114	40890	O'Hare Airport	03/22/2019	W	11365	2019-03-22
68115	40890	O'Hare Airport	03/23/2019	A	8563	2019-03-23
68116	40890	O'Hare Airport	03/24/2019	U	9318	2019-03-24
68117	40890	O'Hare Airport	03/25/2019	W	10673	2019-03-25
68118	40890	O'Hare Airport	03/26/2019	W	9459	2019-03-26
68119	40890	O'Hare Airport	03/27/2019	W	9996	2019-03-27
68120	40890	O'Hare Airport	03/28/2019	W	10633	2019-03-28
68121	40890	O'Hare Airport	03/29/2019	W	11066	2019-03-29
68122	40890	O'Hare Airport	03/30/2019	A	7580	2019-03-30
68123	40890	O'Hare Airport	03/31/2019	U	9350	2019-03-31
72508	40890	O'Hare Airport	04/01/2019	W	11269	2019-04-01
72509	40890	O'Hare Airport	04/02/2019	W	10224	2019-04-02
72510	40890	O'Hare Airport	04/03/2019	W	10692	2019-04-03
72511	40890	O'Hare Airport	04/04/2019	W	11930	2019-04-04
72512	40890	O'Hare Airport	04/05/2019	W	12293	2019-04-05
72513	40890	O'Hare Airport	04/06/2019	A	8365	2019-04-06
72514	40890	O'Hare Airport	04/07/2019	U	10082	2019-04-07
72515	40890	O'Hare Airport	04/08/2019	W	12150	2019-04-08
72516	40890	O'Hare Airport	04/09/2019	W	10622	2019-04-09
72517	40890	O'Hare Airport	04/10/2019	W	8096	2019-04-10
72518	40890	O'Hare Airport	04/11/2019	W	11657	2019-04-11
72519	40890	O'Hare Airport	04/12/2019	W	11942	2019-04-12
72520	40890	O'Hare Airport	04/13/2019	A	8519	2019-04-13
72521	40890	O'Hare Airport	04/14/2019	U	7941	2019-04-14
72522	40890	O'Hare Airport	04/15/2019	W	11928	2019-04-15
72523	40890	O'Hare Airport	04/16/2019	W	10910	2019-04-16
72524	40890	O'Hare Airport	04/17/2019	W	10740	2019-04-17
72525	40890	O'Hare Airport	04/18/2019	W	12932	2019-04-18
72526	40890	O'Hare Airport	04/19/2019	W	11815	2019-04-19
72527	40890	O'Hare Airport	04/20/2019	A	8485	2019-04-20
72528	40890	O'Hare Airport	04/21/2019	U	11617	2019-04-21
72529	40890	O'Hare Airport	04/22/2019	W	12694	2019-04-22
72530	40890	O'Hare Airport	04/23/2019	W	10945	2019-04-23
72531	40890	O'Hare Airport	04/24/2019	W	10904	2019-04-24
72532	40890	O'Hare Airport	04/25/2019	W	11923	2019-04-25
72533	40890	O'Hare Airport	04/26/2019	W	12401	2019-04-26
72534	40890	O'Hare Airport	04/27/2019	A	8004	2019-04-27
72535	40890	O'Hare Airport	04/28/2019	U	10661	2019-04-28
72536	40890	O'Hare Airport	04/29/2019	W	11395	2019-04-29
72537	40890	O'Hare Airport	04/30/2019	W	9398	2019-04-30
76848	40890	O'Hare Airport	05/01/2019	W	10755	2019-05-01
76849	40890	O'Hare Airport	05/02/2019	W	12358	2019-05-02
76850	40890	O'Hare Airport	05/03/2019	W	13095	2019-05-03
76851	40890	O'Hare Airport	05/04/2019	A	9014	2019-05-04
76852	40890	O'Hare Airport	05/05/2019	U	10403	2019-05-05
76853	40890	O'Hare Airport	05/06/2019	W	11763	2019-05-06
76854	40890	O'Hare Airport	05/07/2019	W	10657	2019-05-07
76855	40890	O'Hare Airport	05/08/2019	W	11073	2019-05-08
76856	40890	O'Hare Airport	05/09/2019	W	12880	2019-05-09
76857	40890	O'Hare Airport	05/10/2019	W	14114	2019-05-10
76858	40890	O'Hare Airport	05/11/2019	A	10257	2019-05-11
76859	40890	O'Hare Airport	05/12/2019	U	11867	2019-05-12
76860	40890	O'Hare Airport	05/13/2019	W	12682	2019-05-13
76861	40890	O'Hare Airport	05/14/2019	W	11018	2019-05-14
76862	40890	O'Hare Airport	05/15/2019	W	11338	2019-05-15
76863	40890	O'Hare Airport	05/16/2019	W	12894	2019-05-16
76864	40890	O'Hare Airport	05/17/2019	W	13957	2019-05-17
76865	40890	O'Hare Airport	05/18/2019	A	9507	2019-05-18
76866	40890	O'Hare Airport	05/19/2019	U	11032	2019-05-19
76867	40890	O'Hare Airport	05/20/2019	W	13230	2019-05-20
76868	40890	O'Hare Airport	05/21/2019	W	11806	2019-05-21
76869	40890	O'Hare Airport	05/22/2019	W	12022	2019-05-22
76870	40890	O'Hare Airport	05/23/2019	W	13830	2019-05-23
76871	40890	O'Hare Airport	05/24/2019	W	14875	2019-05-24
76872	40890	O'Hare Airport	05/25/2019	A	10427	2019-05-25
76873	40890	O'Hare Airport	05/26/2019	U	9436	2019-05-26
76874	40890	O'Hare Airport	05/27/2019	U	11892	2019-05-27
76875	40890	O'Hare Airport	05/28/2019	W	13677	2019-05-28
76876	40890	O'Hare Airport	05/29/2019	W	11589	2019-05-29
76877	40890	O'Hare Airport	05/30/2019	W	12601	2019-05-30
76878	40890	O'Hare Airport	05/31/2019	W	13436	2019-05-31
81229	40890	O'Hare Airport	06/01/2019	A	8548	2019-06-01
81230	40890	O'Hare Airport	06/02/2019	U	11129	2019-06-02
81231	40890	O'Hare Airport	06/03/2019	W	11898	2019-06-03
81232	40890	O'Hare Airport	06/04/2019	W	11559	2019-06-04
81233	40890	O'Hare Airport	06/05/2019	W	11529	2019-06-05
81234	40890	O'Hare Airport	06/06/2019	W	13389	2019-06-06
81235	40890	O'Hare Airport	06/07/2019	W	14065	2019-06-07
81236	40890	O'Hare Airport	06/08/2019	A	9462	2019-06-08
81237	40890	O'Hare Airport	06/09/2019	U	11182	2019-06-09
81238	40890	O'Hare Airport	06/10/2019	W	12077	2019-06-10
81239	40890	O'Hare Airport	06/11/2019	W	11313	2019-06-11
81240	40890	O'Hare Airport	06/12/2019	W	12682	2019-06-12
81241	40890	O'Hare Airport	06/13/2019	W	14952	2019-06-13
81242	40890	O'Hare Airport	06/14/2019	W	13856	2019-06-14
81243	40890	O'Hare Airport	06/15/2019	A	8736	2019-06-15
81244	40890	O'Hare Airport	06/16/2019	U	10030	2019-06-16
81245	40890	O'Hare Airport	06/17/2019	W	8726	2019-06-17
81246	40890	O'Hare Airport	06/18/2019	W	7577	2019-06-18
81247	40890	O'Hare Airport	06/19/2019	W	8920	2019-06-19
81248	40890	O'Hare Airport	06/20/2019	W	13692	2019-06-20
81249	40890	O'Hare Airport	06/21/2019	W	12380	2019-06-21
81250	40890	O'Hare Airport	06/22/2019	A	6182	2019-06-22
81251	40890	O'Hare Airport	06/23/2019	U	5169	2019-06-23
81252	40890	O'Hare Airport	06/24/2019	W	6192	2019-06-24
81253	40890	O'Hare Airport	06/25/2019	W	6193	2019-06-25
81254	40890	O'Hare Airport	06/26/2019	W	8772	2019-06-26
81255	40890	O'Hare Airport	06/27/2019	W	12288	2019-06-27
81256	40890	O'Hare Airport	06/28/2019	W	13534	2019-06-28
81257	40890	O'Hare Airport	06/29/2019	A	9400	2019-06-29
81258	40890	O'Hare Airport	06/30/2019	U	9538	2019-06-30
85488	40890	O'Hare Airport	07/01/2019	W	12108	2019-07-01
85489	40890	O'Hare Airport	07/02/2019	W	10189	2019-07-02
85490	40890	O'Hare Airport	07/03/2019	W	12974	2019-07-03
85491	40890	O'Hare Airport	07/04/2019	U	11337	2019-07-04
85492	40890	O'Hare Airport	07/05/2019	W	9939	2019-07-05
85493	40890	O'Hare Airport	07/06/2019	A	9652	2019-07-06
85494	40890	O'Hare Airport	07/07/2019	U	13524	2019-07-07
85495	40890	O'Hare Airport	07/08/2019	W	13529	2019-07-08
85496	40890	O'Hare Airport	07/09/2019	W	12290	2019-07-09
85497	40890	O'Hare Airport	07/10/2019	W	11931	2019-07-10
85498	40890	O'Hare Airport	07/11/2019	W	13520	2019-07-11
85499	40890	O'Hare Airport	07/12/2019	W	14850	2019-07-12
85500	40890	O'Hare Airport	07/13/2019	A	9922	2019-07-13
85501	40890	O'Hare Airport	07/14/2019	U	11032	2019-07-14
85502	40890	O'Hare Airport	07/15/2019	W	12729	2019-07-15
85503	40890	O'Hare Airport	07/16/2019	W	11629	2019-07-16
85504	40890	O'Hare Airport	07/17/2019	W	11491	2019-07-17
85505	40890	O'Hare Airport	07/18/2019	W	12830	2019-07-18
85506	40890	O'Hare Airport	07/19/2019	W	15110	2019-07-19
85507	40890	O'Hare Airport	07/20/2019	A	9338	2019-07-20
85508	40890	O'Hare Airport	07/21/2019	U	10418	2019-07-21
85509	40890	O'Hare Airport	07/22/2019	W	13240	2019-07-22
85510	40890	O'Hare Airport	07/23/2019	W	11533	2019-07-23
85511	40890	O'Hare Airport	07/24/2019	W	11775	2019-07-24
85512	40890	O'Hare Airport	07/25/2019	W	13391	2019-07-25
85513	40890	O'Hare Airport	07/26/2019	W	14323	2019-07-26
85514	40890	O'Hare Airport	07/27/2019	A	9306	2019-07-27
85515	40890	O'Hare Airport	07/28/2019	U	11338	2019-07-28
85516	40890	O'Hare Airport	07/29/2019	W	11181	2019-07-29
85517	40890	O'Hare Airport	07/30/2019	W	11698	2019-07-30
85518	40890	O'Hare Airport	07/31/2019	W	13373	2019-07-31
89959	40890	O'Hare Airport	08/01/2019	W	15071	2019-08-01
89960	40890	O'Hare Airport	08/02/2019	W	13846	2019-08-02
89961	40890	O'Hare Airport	08/03/2019	A	10006	2019-08-03
89962	40890	O'Hare Airport	08/04/2019	U	11715	2019-08-04
89963	40890	O'Hare Airport	08/05/2019	W	12825	2019-08-05
89964	40890	O'Hare Airport	08/06/2019	W	11466	2019-08-06
89965	40890	O'Hare Airport	08/07/2019	W	12203	2019-08-07
89966	40890	O'Hare Airport	08/08/2019	W	13828	2019-08-08
89967	40890	O'Hare Airport	08/09/2019	W	14962	2019-08-09
89968	40890	O'Hare Airport	08/10/2019	A	9289	2019-08-10
89969	40890	O'Hare Airport	08/11/2019	U	10733	2019-08-11
89970	40890	O'Hare Airport	08/12/2019	W	11580	2019-08-12
89971	40890	O'Hare Airport	08/13/2019	W	11289	2019-08-13
89972	40890	O'Hare Airport	08/14/2019	W	11652	2019-08-14
89973	40890	O'Hare Airport	08/15/2019	W	12804	2019-08-15
89974	40890	O'Hare Airport	08/16/2019	W	13610	2019-08-16
89975	40890	O'Hare Airport	08/17/2019	A	9604	2019-08-17
89976	40890	O'Hare Airport	08/18/2019	U	10070	2019-08-18
89977	40890	O'Hare Airport	08/19/2019	W	13083	2019-08-19
89978	40890	O'Hare Airport	08/20/2019	W	10909	2019-08-20
89979	40890	O'Hare Airport	08/21/2019	W	11841	2019-08-21
89980	40890	O'Hare Airport	08/22/2019	W	13471	2019-08-22
89981	40890	O'Hare Airport	08/23/2019	W	14422	2019-08-23
89982	40890	O'Hare Airport	08/24/2019	A	9516	2019-08-24
89983	40890	O'Hare Airport	08/25/2019	U	10991	2019-08-25
89984	40890	O'Hare Airport	08/26/2019	W	11234	2019-08-26
89985	40890	O'Hare Airport	08/27/2019	W	10974	2019-08-27
89986	40890	O'Hare Airport	08/28/2019	W	10984	2019-08-28
89987	40890	O'Hare Airport	08/29/2019	W	12867	2019-08-29
89988	40890	O'Hare Airport	08/30/2019	W	14810	2019-08-30
89989	40890	O'Hare Airport	08/31/2019	A	11436	2019-08-31
94311	40890	O'Hare Airport	09/01/2019	U	10057	2019-09-01
94312	40890	O'Hare Airport	09/02/2019	U	13567	2019-09-02
94313	40890	O'Hare Airport	09/03/2019	W	11983	2019-09-03
94314	40890	O'Hare Airport	09/04/2019	W	10892	2019-09-04
94315	40890	O'Hare Airport	09/05/2019	W	11627	2019-09-05
94316	40890	O'Hare Airport	09/06/2019	W	11873	2019-09-06
94317	40890	O'Hare Airport	09/07/2019	A	9268	2019-09-07
94318	40890	O'Hare Airport	09/08/2019	U	10584	2019-09-08
94319	40890	O'Hare Airport	09/09/2019	W	11662	2019-09-09
94320	40890	O'Hare Airport	09/10/2019	W	10460	2019-09-10
94321	40890	O'Hare Airport	09/11/2019	W	10925	2019-09-11
94322	40890	O'Hare Airport	09/12/2019	W	13033	2019-09-12
94323	40890	O'Hare Airport	09/13/2019	W	15102	2019-09-13
94324	40890	O'Hare Airport	09/14/2019	A	10033	2019-09-14
94325	40890	O'Hare Airport	09/15/2019	U	11428	2019-09-15
94326	40890	O'Hare Airport	09/16/2019	W	12175	2019-09-16
94327	40890	O'Hare Airport	09/17/2019	W	10750	2019-09-17
94328	40890	O'Hare Airport	09/18/2019	W	11284	2019-09-18
94329	40890	O'Hare Airport	09/19/2019	W	13314	2019-09-19
94330	40890	O'Hare Airport	09/20/2019	W	14273	2019-09-20
94331	40890	O'Hare Airport	09/21/2019	A	9584	2019-09-21
94332	40890	O'Hare Airport	09/22/2019	U	11176	2019-09-22
94333	40890	O'Hare Airport	09/23/2019	W	12366	2019-09-23
94334	40890	O'Hare Airport	09/24/2019	W	10914	2019-09-24
94335	40890	O'Hare Airport	09/25/2019	W	11200	2019-09-25
94336	40890	O'Hare Airport	09/26/2019	W	12790	2019-09-26
94337	40890	O'Hare Airport	09/27/2019	W	10817	2019-09-27
94338	40890	O'Hare Airport	09/28/2019	A	36	2019-09-28
94339	40890	O'Hare Airport	09/29/2019	U	26	2019-09-29
94340	40890	O'Hare Airport	09/30/2019	W	34	2019-09-30
98682	40890	O'Hare Airport	10/01/2019	W	38	2019-10-01
98683	40890	O'Hare Airport	10/02/2019	W	19	2019-10-02
98684	40890	O'Hare Airport	10/03/2019	W	41	2019-10-03
98685	40890	O'Hare Airport	10/04/2019	W	44	2019-10-04
98686	40890	O'Hare Airport	10/05/2019	A	38	2019-10-05
98687	40890	O'Hare Airport	10/06/2019	U	28	2019-10-06
98688	40890	O'Hare Airport	10/07/2019	W	11570	2019-10-07
98689	40890	O'Hare Airport	10/08/2019	W	10613	2019-10-08
98690	40890	O'Hare Airport	10/09/2019	W	11708	2019-10-09
98691	40890	O'Hare Airport	10/10/2019	W	15922	2019-10-10
98692	40890	O'Hare Airport	10/11/2019	W	18760	2019-10-11
98693	40890	O'Hare Airport	10/12/2019	A	11821	2019-10-12
98694	40890	O'Hare Airport	10/13/2019	U	11510	2019-10-13
98695	40890	O'Hare Airport	10/14/2019	W	12769	2019-10-14
98696	40890	O'Hare Airport	10/15/2019	W	11323	2019-10-15
98697	40890	O'Hare Airport	10/16/2019	W	11199	2019-10-16
98698	40890	O'Hare Airport	10/17/2019	W	13861	2019-10-17
98699	40890	O'Hare Airport	10/18/2019	W	18227	2019-10-18
98700	40890	O'Hare Airport	10/19/2019	A	11009	2019-10-19
98701	40890	O'Hare Airport	10/20/2019	U	11826	2019-10-20
98702	40890	O'Hare Airport	10/21/2019	W	11696	2019-10-21
98703	40890	O'Hare Airport	10/22/2019	W	10229	2019-10-22
98704	40890	O'Hare Airport	10/23/2019	W	10805	2019-10-23
98705	40890	O'Hare Airport	10/24/2019	W	12437	2019-10-24
98706	40890	O'Hare Airport	10/25/2019	W	13490	2019-10-25
98707	40890	O'Hare Airport	10/26/2019	A	8278	2019-10-26
98708	40890	O'Hare Airport	10/27/2019	U	9481	2019-10-27
98709	40890	O'Hare Airport	10/28/2019	W	11503	2019-10-28
98710	40890	O'Hare Airport	10/29/2019	W	9614	2019-10-29
98711	40890	O'Hare Airport	10/30/2019	W	9198	2019-10-30
98712	40890	O'Hare Airport	10/31/2019	W	9261	2019-10-31
103067	40890	O'Hare Airport	11/01/2019	W	12425	2019-11-01
103068	40890	O'Hare Airport	11/02/2019	A	8356	2019-11-02
103069	40890	O'Hare Airport	11/03/2019	U	10117	2019-11-03
103070	40890	O'Hare Airport	11/04/2019	W	11548	2019-11-04
103071	40890	O'Hare Airport	11/05/2019	W	9670	2019-11-05
103072	40890	O'Hare Airport	11/06/2019	W	9565	2019-11-06
103073	40890	O'Hare Airport	11/07/2019	W	11887	2019-11-07
103074	40890	O'Hare Airport	11/08/2019	W	12476	2019-11-08
103075	40890	O'Hare Airport	11/09/2019	A	8860	2019-11-09
103076	40890	O'Hare Airport	11/10/2019	U	10219	2019-11-10
103077	40890	O'Hare Airport	11/11/2019	W	9440	2019-11-11
103078	40890	O'Hare Airport	11/12/2019	W	11341	2019-11-12
103079	40890	O'Hare Airport	11/13/2019	W	9483	2019-11-13
103080	40890	O'Hare Airport	11/14/2019	W	11194	2019-11-14
103081	40890	O'Hare Airport	11/15/2019	W	12138	2019-11-15
103082	40890	O'Hare Airport	11/16/2019	A	8126	2019-11-16
103083	40890	O'Hare Airport	11/17/2019	U	9713	2019-11-17
103084	40890	O'Hare Airport	11/18/2019	W	11189	2019-11-18
103085	40890	O'Hare Airport	11/19/2019	W	9894	2019-11-19
103086	40890	O'Hare Airport	11/20/2019	W	9610	2019-11-20
103087	40890	O'Hare Airport	11/21/2019	W	11124	2019-11-21
103088	40890	O'Hare Airport	11/22/2019	W	11815	2019-11-22
103089	40890	O'Hare Airport	11/23/2019	A	8606	2019-11-23
103090	40890	O'Hare Airport	11/24/2019	U	8920	2019-11-24
103091	40890	O'Hare Airport	11/25/2019	W	9869	2019-11-25
103092	40890	O'Hare Airport	11/26/2019	W	10747	2019-11-26
103093	40890	O'Hare Airport	11/27/2019	W	11864	2019-11-27
103094	40890	O'Hare Airport	11/28/2019	U	7350	2019-11-28
103095	40890	O'Hare Airport	11/29/2019	W	9355	2019-11-29
103096	40890	O'Hare Airport	11/30/2019	A	11732	2019-11-30
107471	40890	O'Hare Airport	12/01/2019	U	16442	2019-12-01
107472	40890	O'Hare Airport	12/02/2019	W	13692	2019-12-02
107473	40890	O'Hare Airport	12/03/2019	W	10890	2019-12-03
107474	40890	O'Hare Airport	12/04/2019	W	10139	2019-12-04
107475	40890	O'Hare Airport	12/05/2019	W	12085	2019-12-05
107476	40890	O'Hare Airport	12/06/2019	W	11737	2019-12-06
107477	40890	O'Hare Airport	12/07/2019	A	8152	2019-12-07
107478	40890	O'Hare Airport	12/08/2019	U	9151	2019-12-08
107479	40890	O'Hare Airport	12/09/2019	W	10453	2019-12-09
107480	40890	O'Hare Airport	12/10/2019	W	9109	2019-12-10
107481	40890	O'Hare Airport	12/11/2019	W	9087	2019-12-11
107482	40890	O'Hare Airport	12/12/2019	W	10982	2019-12-12
107483	40890	O'Hare Airport	12/13/2019	W	11747	2019-12-13
107484	40890	O'Hare Airport	12/14/2019	A	8123	2019-12-14
107485	40890	O'Hare Airport	12/15/2019	U	8896	2019-12-15
107486	40890	O'Hare Airport	12/16/2019	W	9770	2019-12-16
107487	40890	O'Hare Airport	12/17/2019	W	9597	2019-12-17
107488	40890	O'Hare Airport	12/18/2019	W	9553	2019-12-18
107489	40890	O'Hare Airport	12/19/2019	W	9941	2019-12-19
107490	40890	O'Hare Airport	12/20/2019	W	10349	2019-12-20
107491	40890	O'Hare Airport	12/21/2019	A	7949	2019-12-21
107492	40890	O'Hare Airport	12/22/2019	U	7987	2019-12-22
107493	40890	O'Hare Airport	12/23/2019	W	8831	2019-12-23
107494	40890	O'Hare Airport	12/24/2019	W	7486	2019-12-24
107495	40890	O'Hare Airport	12/25/2019	U	7049	2019-12-25
107496	40890	O'Hare Airport	12/26/2019	W	11547	2019-12-26
107497	40890	O'Hare Airport	12/27/2019	W	11562	2019-12-27
107498	40890	O'Hare Airport	12/28/2019	A	10084	2019-12-28
107499	40890	O'Hare Airport	12/29/2019	U	10802	2019-12-29
107500	40890	O'Hare Airport	12/30/2019	W	10352	2019-12-30
107501	40890	O'Hare Airport	12/31/2019	W	8745	2019-12-31
111950	40890	O'Hare Airport	01/01/2020	U	8750	2020-01-01
111951	40890	O'Hare Airport	01/02/2020	W	9782	2020-01-02
111952	40890	O'Hare Airport	01/03/2020	W	8915	2020-01-03
111953	40890	O'Hare Airport	01/04/2020	A	7667	2020-01-04
111954	40890	O'Hare Airport	01/05/2020	U	8429	2020-01-05
111955	40890	O'Hare Airport	01/06/2020	W	9458	2020-01-06
111956	40890	O'Hare Airport	01/07/2020	W	8407	2020-01-07
111957	40890	O'Hare Airport	01/08/2020	W	8224	2020-01-08
111958	40890	O'Hare Airport	01/09/2020	W	9548	2020-01-09
111959	40890	O'Hare Airport	01/10/2020	W	9484	2020-01-10
111960	40890	O'Hare Airport	01/11/2020	A	6140	2020-01-11
111961	40890	O'Hare Airport	01/12/2020	U	8648	2020-01-12
111962	40890	O'Hare Airport	01/13/2020	W	9471	2020-01-13
111963	40890	O'Hare Airport	01/14/2020	W	8154	2020-01-14
111964	40890	O'Hare Airport	01/15/2020	W	8008	2020-01-15
111965	40890	O'Hare Airport	01/16/2020	W	9131	2020-01-16
111966	40890	O'Hare Airport	01/17/2020	W	11557	2020-01-17
111967	40890	O'Hare Airport	01/18/2020	A	8042	2020-01-18
111968	40890	O'Hare Airport	01/19/2020	U	7142	2020-01-19
111969	40890	O'Hare Airport	01/20/2020	W	9566	2020-01-20
111970	40890	O'Hare Airport	01/21/2020	W	9241	2020-01-21
111971	40890	O'Hare Airport	01/22/2020	W	8213	2020-01-22
111972	40890	O'Hare Airport	01/23/2020	W	8911	2020-01-23
111973	40890	O'Hare Airport	01/24/2020	W	9867	2020-01-24
111974	40890	O'Hare Airport	01/25/2020	A	6933	2020-01-25
111975	40890	O'Hare Airport	01/26/2020	U	8123	2020-01-26
111976	40890	O'Hare Airport	01/27/2020	W	8992	2020-01-27
111977	40890	O'Hare Airport	01/28/2020	W	7926	2020-01-28
111978	40890	O'Hare Airport	01/29/2020	W	7802	2020-01-29
111979	40890	O'Hare Airport	01/30/2020	W	8739	2020-01-30
111980	40890	O'Hare Airport	01/31/2020	W	9256	2020-01-31
116266	40890	O'Hare Airport	02/01/2020	A	6961	2020-02-01
116267	40890	O'Hare Airport	02/02/2020	U	7978	2020-02-02
116268	40890	O'Hare Airport	02/03/2020	W	9120	2020-02-03
116269	40890	O'Hare Airport	02/04/2020	W	7816	2020-02-04
116270	40890	O'Hare Airport	02/05/2020	W	8016	2020-02-05
116271	40890	O'Hare Airport	02/06/2020	W	8511	2020-02-06
116272	40890	O'Hare Airport	02/07/2020	W	9283	2020-02-07
116273	40890	O'Hare Airport	02/08/2020	A	7015	2020-02-08
116274	40890	O'Hare Airport	02/09/2020	U	7668	2020-02-09
116275	40890	O'Hare Airport	02/10/2020	W	9523	2020-02-10
116276	40890	O'Hare Airport	02/11/2020	W	8407	2020-02-11
116277	40890	O'Hare Airport	02/12/2020	W	8237	2020-02-12
116278	40890	O'Hare Airport	02/13/2020	W	9036	2020-02-13
116279	40890	O'Hare Airport	02/14/2020	W	10636	2020-02-14
116280	40890	O'Hare Airport	02/15/2020	A	7409	2020-02-15
116281	40890	O'Hare Airport	02/16/2020	U	8184	2020-02-16
116282	40890	O'Hare Airport	02/17/2020	W	9540	2020-02-17
116283	40890	O'Hare Airport	02/18/2020	W	9210	2020-02-18
116284	40890	O'Hare Airport	02/19/2020	W	8599	2020-02-19
116285	40890	O'Hare Airport	02/20/2020	W	9259	2020-02-20
116286	40890	O'Hare Airport	02/21/2020	W	9679	2020-02-21
116287	40890	O'Hare Airport	02/22/2020	A	7116	2020-02-22
116288	40890	O'Hare Airport	02/23/2020	U	8548	2020-02-23
116289	40890	O'Hare Airport	02/24/2020	W	9338	2020-02-24
116290	40890	O'Hare Airport	02/25/2020	W	8078	2020-02-25
116291	40890	O'Hare Airport	02/26/2020	W	8051	2020-02-26
116292	40890	O'Hare Airport	02/27/2020	W	9105	2020-02-27
116293	40890	O'Hare Airport	02/28/2020	W	10072	2020-02-28
116294	40890	O'Hare Airport	02/29/2020	A	7510	2020-02-29
120380	40890	O'Hare Airport	03/01/2020	U	8696	2020-03-01
120381	40890	O'Hare Airport	03/02/2020	W	9597	2020-03-02
120382	40890	O'Hare Airport	03/03/2020	W	8442	2020-03-03
120383	40890	O'Hare Airport	03/04/2020	W	8325	2020-03-04
120384	40890	O'Hare Airport	03/05/2020	W	9327	2020-03-05
120385	40890	O'Hare Airport	03/06/2020	W	9802	2020-03-06
120386	40890	O'Hare Airport	03/07/2020	A	7521	2020-03-07
120387	40890	O'Hare Airport	03/08/2020	U	8927	2020-03-08
120388	40890	O'Hare Airport	03/09/2020	W	9215	2020-03-09
120389	40890	O'Hare Airport	03/10/2020	W	8168	2020-03-10
120390	40890	O'Hare Airport	03/11/2020	W	7749	2020-03-11
120391	40890	O'Hare Airport	03/12/2020	W	8430	2020-03-12
120392	40890	O'Hare Airport	03/13/2020	W	8556	2020-03-13
120393	40890	O'Hare Airport	03/14/2020	A	5717	2020-03-14
120394	40890	O'Hare Airport	03/15/2020	U	6149	2020-03-15
120395	40890	O'Hare Airport	03/16/2020	W	6138	2020-03-16
120396	40890	O'Hare Airport	03/17/2020	W	5282	2020-03-17
120397	40890	O'Hare Airport	03/18/2020	W	4983	2020-03-18
120398	40890	O'Hare Airport	03/19/2020	W	4924	2020-03-19
120399	40890	O'Hare Airport	03/20/2020	W	4312	2020-03-20
120400	40890	O'Hare Airport	03/21/2020	A	3499	2020-03-21
